user_id,month,day,message_count
1004,11,21,1
1004,11,22,2
1004,11,25,1
1004,11,26,3
1004,11,27,2
1004,11,28,1
1004,11,29,1
1004,11,30,1
1004,12,1,1
1004,12,2,1
1004,12,7,1
1004,12,9,1
1004,12,10,3
1004,12,12,1
1004,12,13,3
1004,12,14,2
1004,12,15,1
1004,12,16,2
1004,12,17,1
1004,12,18,1
1004,12,21,4
1004,12,22,2
1004,12,24,3
1004,12,26,1
1004,12,28,1
1004,12,30,2
1005,12,24,1
1005,12,25,5
1005,12,27,1
1005,12,28,1
1005,12,30,2
1005,12,31,1
1006,11,28,5
1006,11,29,4
1006,11,30,6
1006,12,1,4
1006,12,2,5
1006,12,3,4
1006,12,4,9
1006,12,5,3
1006,12,6,1
1006,12,7,6
1006,12,8,9
1006,12,9,4
1006,12,10,10
1006,12,11,7
1006,12,12,1
1006,12,13,5
1006,12,14,4
1006,12,15,3
1006,12,16,3
1006,12,17,6
1006,12,18,5
1006,12,19,2
1006,12,20,2
1006,12,21,3
1006,12,22,4
1006,12,23,7
1006,12,24,3
1006,12,25,5
1006,12,26,2
1006,12,27,5
1006,12,28,4
1006,12,29,4
1006,12,30,6
1006,12,31,3
1007,8,7,2
1007,8,8,1
1007,8,9,2
1007,8,10,3
1007,8,11,1
1007,8,12,2
1007,8,14,1
1007,8,16,2
1007,8,17,2
1007,8,19,2
1007,8,20,2
1007,8,21,6
1007,8,23,3
1007,8,24,6
1007,8,25,3
1007,8,27,4
1007,8,28,1
1007,8,29,6
1007,8,30,1
1007,8,31,1
1007,9,2,3
1007,9,3,2
1007,9,4,5
1007,9,5,1
1007,9,6,1
1007,9,7,1
1007,9,8,2
1007,9,9,2
1007,9,10,2
1007,9,11,3
1007,9,12,1
1007,9,14,1
1007,9,15,1
1007,9,16,1
1007,9,17,2
1007,9,18,2
1007,9,19,3
1007,9,21,1
1007,9,22,1
1007,9,23,2
1007,9,24,2
1007,9,25,4
1007,9,26,1
1007,9,27,2
1007,9,28,1
1007,10,1,2
1007,10,2,2
1007,10,3,4
1007,10,6,3
1007,10,7,3
1007,10,9,2
1007,10,10,1
1007,10,11,3
1007,10,12,2
1007,10,13,1
1007,10,14,3
1007,10,17,3
1007,10,18,2
1007,10,19,2
1007,10,20,1
1007,10,21,4
1007,10,22,1
1007,10,23,2
1007,10,24,5
1007,10,25,2
1007,10,26,3
1007,10,27,1
1007,10,28,2
1007,10,29,2
1007,10,30,2
1007,10,31,1
1007,11,1,2
1007,11,2,2
1007,11,3,1
1007,11,4,3
1007,11,6,2
1007,11,7,2
1007,11,9,1
1007,11,11,5
1007,11,12,2
1007,11,13,1
1007,11,14,2
1007,11,15,2
1007,11,16,2
1007,11,17,3
1007,11,19,1
1007,11,20,1
1007,11,21,2
1007,11,22,1
1007,11,24,2
1007,11,25,1
1007,11,26,3
1007,11,28,1
1007,11,29,2
1007,11,30,4
1007,12,1,5
1007,12,2,1
1007,12,3,2
1007,12,4,1
1007,12,5,3
1007,12,6,3
1007,12,7,1
1007,12,9,2
1007,12,10,2
1007,12,11,2
1007,12,12,1
1007,12,16,4
1007,12,17,4
1007,12,18,2
1007,12,19,1
1007,12,20,1
1007,12,21,2
1007,12,22,5
1007,12,25,2
1007,12,26,2
1007,12,27,1
1007,12,28,2
1007,12,31,1
1008,10,6,2
1008,10,8,1
1008,10,9,1
1008,10,10,3
1008,10,11,1
1008,10,14,1
1008,10,16,1
1008,10,17,1
1008,10,18,1
1008,10,19,1
1008,10,20,1
1008,10,21,2
1008,10,23,1
1008,10,25,1
1008,10,26,1
1008,10,27,2
1008,11,1,1
1008,11,4,1
1008,11,6,1
1008,11,8,2
1008,11,10,2
1008,11,12,2
1008,11,13,1
1008,11,14,2
1008,11,15,3
1008,11,16,2
1008,11,17,1
1008,11,18,1
1008,11,19,3
1008,11,20,1
1008,11,22,2
1008,11,23,3
1008,11,24,1
1008,11,25,2
1008,11,26,2
1008,11,27,2
1008,11,29,2
1008,12,2,1
1008,12,4,3
1008,12,5,2
1008,12,6,1
1008,12,7,2
1008,12,9,1
1008,12,14,1
1008,12,15,1
1008,12,16,2
1008,12,17,2
1008,12,19,1
1008,12,22,1
1008,12,23,1
1008,12,27,1
1008,12,28,2
1008,12,31,4
1011,6,21,2
1011,6,22,2
1011,6,23,2
1011,6,24,6
1011,6,25,2
1011,6,27,5
1011,6,29,1
1011,6,30,1
1011,7,1,2
1011,7,2,3
1011,7,3,1
1011,7,4,1
1011,7,5,1
1011,7,6,6
1011,7,7,3
1011,7,10,2
1011,7,11,1
1011,7,12,4
1011,7,13,3
1011,7,14,1
1011,7,15,4
1011,7,16,3
1011,7,17,2
1011,7,19,2
1011,7,20,2
1011,7,21,1
1011,7,22,2
1011,7,24,1
1011,7,26,3
1011,7,27,1
1011,7,28,1
1011,7,30,1
1011,7,31,2
1011,8,1,1
1011,8,2,3
1011,8,3,1
1011,8,5,1
1011,8,6,2
1011,8,7,2
1011,8,8,1
1011,8,9,3
1011,8,10,3
1011,8,11,3
1011,8,12,4
1011,8,13,3
1011,8,14,1
1011,8,15,1
1011,8,17,1
1011,8,18,2
1011,8,19,2
1011,8,20,3
1011,8,21,2
1011,8,23,1
1011,8,24,3
1011,8,25,1
1011,8,26,2
1011,8,27,2
1011,8,28,1
1011,8,29,2
1011,8,30,1
1011,8,31,2
1011,9,1,1
1011,9,2,4
1011,9,4,3
1011,9,6,5
1011,9,7,3
1011,9,8,1
1011,9,9,4
1011,9,11,2
1011,9,12,1
1011,9,13,2
1011,9,14,2
1011,9,15,3
1011,9,16,1
1011,9,17,2
1011,9,18,1
1011,9,19,2
1011,9,20,1
1011,9,21,3
1011,9,22,3
1011,9,23,2
1011,9,24,3
1011,9,25,2
1011,9,26,2
1011,9,28,2
1011,9,29,4
1011,9,30,1
1011,10,1,2
1011,10,2,1
1011,10,3,2
1011,10,4,1
1011,10,5,3
1011,10,6,2
1011,10,7,1
1011,10,8,1
1011,10,9,1
1011,10,10,2
1011,10,12,3
1011,10,13,2
1011,10,14,5
1011,10,15,2
1011,10,17,1
1011,10,18,6
1011,10,19,3
1011,10,20,4
1011,10,21,3
1011,10,22,3
1011,10,23,4
1011,10,24,1
1011,10,25,2
1011,10,26,2
1011,10,27,1
1011,10,28,3
1011,10,30,1
1011,10,31,2
1011,11,1,4
1011,11,2,2
1011,11,3,1
1011,11,4,2
1011,11,5,2
1011,11,6,5
1011,11,7,3
1011,11,8,3
1011,11,9,2
1011,11,10,2
1011,11,11,2
1011,11,12,1
1011,11,13,2
1011,11,14,1
1011,11,16,1
1011,11,17,1
1011,11,19,2
1011,11,20,4
1011,11,21,5
1011,11,23,1
1011,11,24,2
1011,11,26,3
1011,11,27,2
1011,11,28,2
1011,11,29,2
1011,11,30,1
1011,12,1,1
1011,12,2,2
1011,12,3,1
1011,12,4,1
1011,12,5,2
1011,12,6,3
1011,12,7,3
1011,12,8,1
1011,12,9,1
1011,12,10,2
1011,12,11,4
1011,12,12,5
1011,12,13,2
1011,12,14,4
1011,12,15,2
1011,12,16,1
1011,12,17,2
1011,12,18,3
1011,12,19,3
1011,12,20,4
1011,12,21,2
1011,12,22,3
1011,12,23,2
1011,12,24,1
1011,12,27,2
1011,12,28,1
1011,12,29,2
1011,12,31,1
1013,12,2,1
1013,12,4,1
1013,12,7,1
1013,12,8,1
1013,12,9,1
1013,12,10,1
1013,12,21,1
1013,12,23,1
1013,12,24,4
1013,12,27,1
1013,12,28,1
1013,12,30,2
1014,11,26,3
1014,11,27,1
1014,11,28,2
1014,11,29,2
1014,11,30,1
1014,12,1,3
1014,12,2,3
1014,12,3,1
1014,12,4,2
1014,12,5,1
1014,12,7,2
1014,12,8,2
1014,12,10,2
1014,12,11,1
1014,12,12,2
1014,12,13,2
1014,12,14,4
1014,12,15,4
1014,12,16,4
1014,12,17,3
1014,12,18,4
1014,12,19,1
1014,12,20,1
1014,12,21,1
1014,12,23,5
1014,12,24,2
1014,12,25,2
1014,12,26,1
1014,12,27,2
1014,12,28,3
1014,12,29,2
1014,12,30,4
1015,12,6,2
1015,12,7,3
1015,12,8,2
1015,12,9,4
1015,12,10,3
1015,12,11,3
1015,12,12,3
1015,12,13,2
1015,12,14,1
1015,12,15,2
1015,12,16,5
1015,12,17,2
1015,12,18,1
1015,12,19,4
1015,12,20,2
1015,12,21,1
1015,12,22,4
1015,12,23,1
1015,12,24,3
1015,12,25,5
1015,12,26,5
1015,12,27,3
1015,12,28,2
1015,12,29,1
1015,12,30,1
1015,12,31,3
1016,10,26,2
1016,10,27,2
1016,10,29,1
1016,10,30,3
1016,10,31,3
1016,11,2,3
1016,11,3,3
1016,11,5,3
1016,11,6,1
1016,11,8,3
1016,11,9,2
1016,11,10,1
1016,11,11,1
1016,11,12,1
1016,11,13,2
1016,11,16,2
1016,11,17,3
1016,11,18,1
1016,11,19,2
1016,11,20,1
1016,11,23,1
1016,11,24,2
1016,11,25,1
1016,11,26,3
1016,11,27,3
1016,11,28,4
1016,11,29,3
1016,12,1,2
1016,12,4,2
1016,12,5,1
1016,12,6,2
1016,12,7,2
1016,12,9,1
1016,12,10,2
1016,12,11,2
1016,12,13,1
1016,12,14,1
1016,12,15,2
1016,12,17,2
1016,12,19,1
1016,12,20,2
1016,12,21,2
1016,12,22,2
1016,12,24,1
1016,12,25,2
1016,12,26,1
1016,12,27,1
1016,12,28,1
1016,12,29,1
1016,12,31,4
1017,8,28,1
1017,8,29,1
1017,8,30,1
1017,8,31,2
1017,9,3,6
1017,9,5,2
1017,9,6,3
1017,9,8,1
1017,9,10,1
1017,9,11,1
1017,9,12,1
1017,9,13,2
1017,9,15,1
1017,9,16,1
1017,9,17,1
1017,9,18,1
1017,9,20,3
1017,9,21,1
1017,9,22,1
1017,9,23,3
1017,9,25,1
1017,9,26,5
1017,9,28,1
1017,9,29,3
1017,9,30,2
1017,10,3,1
1017,10,5,1
1017,10,6,3
1017,10,8,1
1017,10,9,1
1017,10,10,1
1017,10,12,5
1017,10,14,1
1017,10,15,2
1017,10,17,1
1017,10,18,2
1017,10,19,1
1017,10,21,4
1017,10,22,1
1017,10,23,1
1017,10,24,1
1017,10,27,2
1017,10,28,2
1017,10,30,4
1017,11,1,1
1017,11,2,1
1017,11,4,1
1017,11,5,2
1017,11,6,1
1017,11,8,2
1017,11,14,3
1017,11,15,3
1017,11,16,1
1017,11,17,1
1017,11,19,1
1017,11,21,2
1017,11,22,1
1017,11,24,2
1017,11,26,1
1017,11,28,4
1017,11,29,2
1017,12,1,4
1017,12,4,2
1017,12,7,1
1017,12,8,3
1017,12,9,1
1017,12,10,2
1017,12,12,2
1017,12,14,1
1017,12,15,2
1017,12,16,1
1017,12,17,1
1017,12,18,1
1017,12,19,1
1017,12,20,1
1017,12,21,1
1017,12,22,2
1017,12,24,2
1017,12,25,3
1017,12,26,3
1017,12,27,2
1017,12,28,3
1017,12,29,1
1017,12,30,1
1017,12,31,1
1018,10,22,2
1018,10,28,1
1018,11,9,2
1018,11,19,1
1018,11,28,1
1018,11,29,1
1018,12,1,1
1018,12,5,1
1018,12,6,1
1018,12,7,2
1018,12,8,1
1018,12,17,1
1018,12,21,1
1019,11,26,5
1019,11,27,7
1019,11,28,1
1019,11,29,3
1019,11,30,8
1019,12,1,3
1019,12,2,5
1019,12,3,2
1019,12,4,5
1019,12,5,5
1019,12,6,2
1019,12,7,6
1019,12,8,5
1019,12,9,2
1019,12,10,2
1019,12,11,2
1019,12,12,8
1019,12,13,4
1019,12,14,3
1019,12,15,2
1019,12,16,6
1019,12,17,7
1019,12,18,5
1019,12,19,2
1019,12,20,6
1019,12,21,3
1019,12,22,3
1019,12,23,3
1019,12,24,3
1019,12,25,9
1019,12,26,3
1019,12,27,8
1019,12,28,7
1019,12,29,3
1019,12,30,2
1019,12,31,2
1020,11,17,1
1020,12,12,1
1020,12,28,1
1020,12,29,1
1023,7,11,1
1023,7,12,1
1023,7,15,1
1023,7,19,1
1023,7,23,1
1023,8,2,1
1023,8,3,1
1023,8,6,1
1023,8,11,1
1023,8,14,1
1023,8,16,1
1026,7,21,4
1026,7,24,1
1026,7,28,2
1026,7,30,2
1026,8,1,1
1026,8,3,1
1026,8,4,1
1026,8,5,1
1026,8,6,1
1026,8,8,1
1026,8,10,2
1026,8,11,2
1026,8,12,1
1026,8,13,1
1026,8,16,1
1027,7,7,3
1027,7,9,3
1027,7,11,1
1027,7,14,1
1027,7,16,3
1027,7,17,2
1027,7,19,2
1027,7,25,1
1027,7,27,1
1027,7,28,1
1027,8,7,1
1027,8,8,1
1027,8,10,2
1027,8,11,2
1027,8,13,1
1027,8,14,1
1027,8,21,1
1027,8,23,1
1027,8,25,1
1027,8,28,1
1027,8,31,1
1027,9,2,1
1027,9,3,1
1027,9,4,1
1027,9,9,1
1027,9,12,1
1027,9,13,1
1027,9,15,1
1027,9,22,1
1027,9,25,1
1027,9,26,1
1027,9,27,1
1027,9,28,1
1027,10,1,1
1027,10,2,2
1027,10,4,1
1027,10,11,1
1027,10,13,1
1027,10,15,1
1027,10,19,1
1027,10,22,2
1027,10,25,1
1027,10,30,1
1027,11,3,1
1027,11,8,1
1027,11,11,1
1027,11,12,2
1027,11,14,1
1027,11,16,1
1027,11,19,1
1027,11,26,1
1027,11,29,1
1027,12,4,1
1027,12,9,1
1027,12,11,1
1027,12,12,1
1027,12,15,1
1027,12,16,1
1027,12,18,1
1027,12,23,1
1027,12,24,2
1027,12,27,1
1027,12,29,1
1027,12,30,1
1028,2,22,1
1028,2,23,2
1028,2,24,1
1028,2,25,2
1028,2,26,1
1028,2,27,1
1028,2,28,4
1028,3,1,2
1028,3,2,1
1028,3,3,2
1028,3,4,3
1028,3,5,2
1028,3,6,2
1028,3,7,1
1028,3,8,4
1028,3,9,3
1028,3,10,2
1028,3,11,2
1028,3,12,2
1028,3,13,3
1028,3,14,2
1028,3,15,4
1028,3,17,3
1028,3,18,2
1028,3,20,1
1028,3,21,1
1028,3,22,2
1028,3,23,4
1028,3,24,5
1028,3,25,3
1028,3,26,2
1028,3,28,1
1028,3,29,3
1028,3,30,3
1028,3,31,1
1028,4,1,5
1028,4,2,3
1028,4,3,1
1028,4,4,1
1028,4,5,1
1028,4,6,1
1028,4,7,4
1028,4,8,2
1028,4,9,6
1028,4,10,1
1028,4,11,2
1028,4,12,1
1028,4,13,5
1028,4,14,6
1028,4,15,3
1028,4,16,1
1028,4,17,2
1028,4,18,3
1028,4,20,1
1028,4,21,4
1028,4,22,1
1028,4,23,1
1028,4,24,1
1028,4,25,3
1028,4,26,2
1028,4,27,2
1028,4,28,5
1028,4,29,6
1028,4,30,3
1028,5,1,3
1028,5,2,3
1028,5,3,3
1028,5,4,4
1028,5,5,5
1028,5,6,4
1028,5,7,5
1028,5,8,3
1028,5,9,2
1028,5,10,2
1028,5,11,2
1028,5,12,2
1028,5,13,4
1028,5,14,3
1028,5,15,3
1028,5,16,2
1028,5,18,2
1028,5,19,3
1028,5,20,2
1028,5,21,3
1028,5,22,2
1028,5,24,2
1028,5,25,2
1028,5,26,3
1028,5,27,4
1028,5,28,2
1028,5,29,4
1028,5,30,2
1028,5,31,3
1028,6,1,6
1028,6,3,3
1028,6,4,1
1028,6,5,1
1028,6,6,2
1028,6,7,4
1028,6,8,5
1028,6,10,4
1028,6,11,2
1028,6,12,2
1028,6,13,2
1028,6,14,2
1028,6,15,1
1028,6,17,1
1028,6,18,2
1028,6,19,1
1028,6,20,5
1028,6,22,3
1028,6,23,1
1028,6,24,5
1028,6,25,4
1028,6,27,3
1028,6,28,3
1028,6,29,1
1028,6,30,2
1028,7,1,5
1028,7,2,1
1028,7,3,5
1028,7,4,5
1028,7,6,3
1028,7,7,4
1028,7,8,2
1028,7,9,4
1028,7,10,3
1028,7,11,3
1028,7,12,3
1028,7,15,3
1028,7,16,4
1028,7,18,4
1028,7,19,4
1028,7,20,3
1028,7,22,2
1028,7,23,1
1028,7,24,1
1028,7,25,7
1028,7,26,3
1028,7,27,4
1028,7,28,3
1028,7,29,5
1028,7,30,1
1028,7,31,2
1028,8,1,1
1028,8,2,2
1028,8,3,2
1028,8,4,3
1028,8,5,4
1028,8,6,2
1028,8,7,1
1028,8,8,1
1028,8,9,1
1028,8,10,1
1028,8,11,4
1028,8,12,3
1028,8,13,4
1028,8,14,2
1028,8,15,3
1028,8,16,2
1028,8,17,3
1028,8,18,3
1028,8,19,3
1028,8,21,1
1028,8,22,3
1028,8,23,7
1028,8,24,3
1028,8,25,2
1028,8,26,2
1028,8,27,3
1028,8,29,1
1028,8,30,3
1028,8,31,4
1028,9,1,2
1028,9,2,1
1028,9,3,5
1028,9,4,2
1028,9,5,3
1028,9,6,3
1028,9,7,1
1028,9,8,2
1028,9,9,3
1028,9,10,4
1028,9,11,3
1028,9,13,2
1028,9,14,2
1028,9,15,2
1028,9,16,3
1028,9,17,3
1028,9,18,2
1028,9,19,3
1028,9,20,1
1028,9,21,5
1028,9,22,2
1028,9,23,1
1028,9,24,3
1028,9,26,2
1028,9,27,2
1028,9,28,2
1028,9,29,2
1028,9,30,2
1028,10,1,2
1028,10,2,3
1028,10,3,2
1028,10,4,5
1028,10,5,3
1028,10,7,2
1028,10,8,1
1028,10,9,2
1028,10,10,8
1028,10,11,2
1028,10,12,3
1028,10,13,3
1028,10,14,3
1028,10,15,2
1028,10,16,2
1028,10,17,2
1028,10,18,2
1028,10,20,3
1028,10,21,1
1028,10,22,1
1028,10,23,1
1028,10,24,4
1028,10,25,1
1028,10,26,4
1028,10,27,2
1028,10,28,2
1028,10,29,4
1028,10,30,2
1028,10,31,1
1028,11,1,3
1028,11,2,2
1028,11,4,2
1028,11,5,2
1028,11,6,4
1028,11,7,7
1028,11,8,1
1028,11,9,3
1028,11,11,2
1028,11,12,1
1028,11,13,4
1028,11,14,4
1028,11,15,3
1028,11,16,3
1028,11,17,4
1028,11,18,1
1028,11,19,1
1028,11,20,2
1028,11,21,1
1028,11,22,2
1028,11,23,2
1028,11,24,1
1028,11,25,3
1028,11,26,3
1028,11,27,3
1028,11,28,5
1028,11,29,6
1028,11,30,2
1028,12,1,3
1028,12,2,2
1028,12,3,4
1028,12,4,1
1028,12,5,4
1028,12,6,3
1028,12,7,1
1028,12,9,3
1028,12,10,3
1028,12,11,2
1028,12,12,3
1028,12,13,6
1028,12,14,4
1028,12,15,1
1028,12,16,2
1028,12,17,3
1028,12,18,1
1028,12,19,2
1028,12,20,4
1028,12,21,3
1028,12,22,1
1028,12,24,3
1028,12,25,2
1028,12,26,1
1028,12,27,3
1028,12,28,2
1028,12,29,4
1028,12,31,3
1029,8,30,1
1029,8,31,1
1029,9,1,2
1029,9,9,1
1029,9,10,1
1029,9,13,1
1029,9,14,1
1029,9,16,1
1029,9,17,1
1029,9,22,1
1029,10,4,2
1029,10,6,1
1029,10,7,1
1029,10,13,2
1029,10,16,1
1029,10,19,1
1029,10,20,2
1029,10,24,1
1029,10,30,1
1029,11,3,1
1029,11,7,1
1029,11,8,1
1029,11,9,1
1029,11,10,1
1029,11,11,1
1029,11,15,1
1029,11,16,1
1029,11,19,2
1029,11,23,1
1029,11,24,1
1029,11,25,2
1029,11,28,2
1029,12,7,1
1029,12,8,1
1029,12,11,2
1029,12,22,2
1029,12,23,1
1029,12,26,1
1029,12,27,1
1029,12,29,1
1029,12,31,1
1030,10,11,1
1030,10,12,2
1030,10,14,3
1030,10,17,1
1030,10,21,1
1030,10,28,1
1030,11,1,1
1030,11,8,1
1030,11,11,1
1030,11,16,2
1030,11,17,1
1030,11,19,1
1030,11,24,1
1030,11,25,2
1030,11,28,1
1030,12,7,1
1030,12,8,2
1030,12,15,1
1030,12,17,1
1030,12,18,1
1030,12,19,1
1030,12,21,1
1030,12,25,1
1030,12,26,1
1031,7,17,1
1031,8,15,1
1031,8,28,1
1031,9,12,1
1031,9,13,1
1031,9,23,1
1031,10,15,1
1031,10,28,1
1031,11,25,1
1031,12,9,2
1031,12,13,1
1031,12,24,1
1031,12,28,1
1032,11,9,1
1032,11,10,2
1032,11,12,1
1032,11,13,2
1032,11,15,1
1032,11,16,2
1032,11,17,1
1032,11,18,3
1032,11,21,1
1032,11,22,1
1032,11,23,2
1032,11,24,1
1032,11,26,1
1032,11,27,1
1032,11,29,1
1032,11,30,1
1032,12,2,1
1032,12,3,1
1032,12,5,2
1032,12,6,2
1032,12,7,2
1032,12,10,1
1032,12,13,1
1032,12,14,1
1032,12,15,2
1032,12,21,1
1032,12,27,1
1032,12,28,1
1032,12,29,2
1032,12,30,2
1033,9,22,1
1033,9,24,1
1033,9,26,1
1033,9,29,1
1033,9,30,1
1033,10,3,1
1033,10,4,1
1033,10,5,1
1033,10,7,1
1033,10,9,2
1033,10,10,2
1033,10,11,1
1033,10,14,1
1033,10,16,1
1033,10,17,2
1033,10,18,2
1033,10,19,3
1033,10,21,1
1033,10,22,1
1033,10,23,1
1033,10,24,4
1033,10,25,3
1033,10,27,2
1033,10,28,1
1033,10,29,2
1033,10,31,1
1033,11,1,3
1033,11,2,1
1033,11,3,1
1033,11,7,2
1033,11,8,1
1033,11,9,2
1033,11,13,2
1033,11,16,1
1033,11,17,2
1033,11,18,1
1033,11,19,1
1033,11,20,2
1033,11,21,1
1033,11,22,1
1033,11,23,2
1033,11,25,1
1033,11,26,3
1033,11,27,3
1033,11,28,3
1033,11,29,1
1033,11,30,3
1033,12,1,1
1033,12,3,1
1033,12,4,2
1033,12,6,2
1033,12,7,1
1033,12,9,4
1033,12,11,2
1033,12,12,2
1033,12,15,1
1033,12,16,1
1033,12,18,1
1033,12,21,1
1033,12,22,1
1033,12,23,1
1033,12,24,1
1033,12,25,2
1033,12,26,1
1033,12,27,2
1033,12,28,1
1033,12,29,1
1033,12,30,1
1033,12,31,2
1034,8,14,2
1034,8,15,2
1035,12,9,4
1035,12,10,3
1035,12,12,5
1035,12,13,2
1035,12,14,4
1035,12,15,1
1035,12,16,2
1035,12,17,1
1035,12,18,4
1035,12,19,2
1035,12,20,4
1035,12,21,4
1035,12,22,3
1035,12,23,2
1035,12,24,3
1035,12,25,2
1035,12,26,5
1035,12,27,2
1035,12,28,5
1035,12,29,2
1035,12,30,2
1035,12,31,4
1036,6,23,2
1036,6,24,5
1036,6,25,4
1036,6,26,2
1036,6,28,2
1036,6,29,1
1036,6,30,3
1036,7,1,5
1036,7,2,2
1036,7,3,1
1036,7,4,4
1036,7,5,1
1036,7,6,3
1036,7,7,1
1036,7,8,3
1036,7,9,2
1036,7,10,2
1036,7,11,3
1036,7,12,1
1036,7,13,4
1036,7,14,1
1036,7,15,2
1036,7,17,1
1036,7,18,1
1036,7,19,1
1036,7,20,3
1036,7,21,3
1036,7,22,1
1036,7,23,4
1036,7,25,1
1036,7,26,1
1036,7,27,4
1036,7,28,1
1036,7,29,2
1036,7,30,5
1036,8,1,2
1036,8,2,2
1036,8,3,3
