user_id,month,day,duration
1002,10,26,11.0
1002,10,27,12.0
1002,10,28,7.0
1002,10,29,6.0
1002,10,30,7.0
1002,10,31,13.0
1002,11,1,17.0
1002,11,2,11.0
1002,11,3,21.0
1002,11,4,2.0
1002,11,6,0.0
1002,11,9,27.0
1002,11,10,15.0
1002,11,12,17.0
1002,11,13,28.0
1002,11,14,21.0
1002,11,15,34.0
1002,11,16,26.0
1002,11,17,6.0
1002,11,18,14.0
1002,11,20,21.0
1002,11,21,5.0
1002,11,22,3.0
1002,11,25,8.0
1002,11,26,23.0
1002,11,27,23.0
1002,11,28,38.0
1002,11,30,26.0
1002,12,1,4.0
1002,12,2,37.0
1002,12,3,25.0
1002,12,4,8.0
1002,12,6,32.0
1002,12,7,0.0
1002,12,9,0.0
1002,12,10,16.0
1002,12,11,8.0
1002,12,12,40.0
1002,12,13,11.0
1002,12,14,4.0
1002,12,15,8.0
1002,12,16,29.0
1002,12,17,29.0
1002,12,19,0.0
1002,12,21,11.0
1002,12,22,36.0
1002,12,23,21.0
1002,12,24,0.0
1002,12,25,29.0
1002,12,28,29.0
1002,12,30,7.0
1002,12,31,0.0
1003,12,17,24.0
1003,12,18,60.0
1003,12,19,74.0
1003,12,20,51.0
1003,12,21,58.0
1003,12,22,67.0
1003,12,23,84.0
1003,12,24,103.0
1003,12,25,72.0
1003,12,26,47.0
1003,12,27,132.0
1003,12,28,75.0
1003,12,29,96.0
1003,12,30,84.0
1003,12,31,77.0
1004,5,24,58.0
1004,5,25,36.0
1004,5,26,22.0
1004,5,27,34.0
1004,5,28,16.0
1004,5,29,0.0
1004,5,30,13.0
1004,5,31,14.0
1004,6,2,6.0
1004,6,3,7.0
1004,6,4,12.0
1004,6,5,6.0
1004,6,6,6.0
1004,6,7,11.0
1004,6,8,19.0
1004,6,10,10.0
1004,6,11,11.0
1004,6,12,2.0
1004,6,13,23.0
1004,6,14,12.0
1004,6,16,19.0
1004,6,17,9.0
1004,6,19,31.0
1004,6,20,6.0
1004,6,21,22.0
1004,6,22,2.0
1004,6,23,16.0
1004,6,24,18.0
1004,6,25,10.0
1004,6,27,0.0
1004,6,28,8.0
1004,6,29,9.0
1004,7,1,24.0
1004,7,3,3.0
1004,7,6,9.0
1004,7,7,25.0
1004,7,8,21.0
1004,7,9,20.0
1004,7,10,15.0
1004,7,12,16.0
1004,7,13,2.0
1004,7,14,0.0
1004,7,15,42.0
1004,7,16,22.0
1004,7,17,6.0
1004,7,18,10.0
1004,7,19,39.0
1004,7,20,11.0
1004,7,21,17.0
1004,7,22,44.0
1004,7,23,10.0
1004,7,24,6.0
1004,7,28,21.0
1004,7,29,4.0
1004,7,30,1.0
1004,7,31,13.0
1004,8,4,18.0
1004,8,5,11.0
1004,8,6,17.0
1004,8,7,22.0
1004,8,8,0.0
1004,8,9,32.0
1004,8,10,27.0
1004,8,11,11.0
1004,8,12,8.0
1004,8,13,0.0
1004,8,14,21.0
1004,8,15,9.0
1004,8,16,7.0
1004,8,17,16.0
1004,8,18,18.0
1004,8,19,9.0
1004,8,20,20.0
1004,8,21,2.0
1004,8,22,9.0
1004,8,23,10.0
1004,8,25,10.0
1004,8,26,12.0
1004,8,27,16.0
1004,8,30,12.0
1004,8,31,37.0
1004,9,1,13.0
1004,9,2,0.0
1004,9,3,21.0
1004,9,4,0.0
1004,9,6,23.0
1004,9,8,13.0
1004,9,9,19.0
1004,9,10,7.0
1004,9,11,0.0
1004,9,12,21.0
1004,9,13,17.0
1004,9,14,23.0
1004,9,15,3.0
1004,9,16,6.0
1004,9,17,16.0
1004,9,18,7.0
1004,9,19,0.0
1004,9,20,1.0
1004,9,22,16.0
1004,9,23,19.0
1004,9,25,29.0
1004,9,26,9.0
1004,9,27,7.0
1004,9,28,16.0
1004,9,30,15.0
1004,10,1,18.0
1004,10,2,13.0
1004,10,3,13.0
1004,10,5,1.0
1004,10,6,22.0
1004,10,7,12.0
1004,10,8,6.0
1004,10,9,28.0
1004,10,11,0.0
1004,10,12,6.0
1004,10,13,3.0
1004,10,14,18.0
1004,10,15,9.0
1004,10,16,20.0
1004,10,17,14.0
1004,10,18,8.0
1004,10,19,29.0
1004,10,20,26.0
1004,10,21,25.0
1004,10,22,16.0
1004,10,24,6.0
1004,10,26,6.0
1004,10,27,16.0
1004,10,28,5.0
1004,10,29,38.0
1004,10,31,7.0
1004,11,1,3.0
1004,11,2,22.0
1004,11,4,22.0
1004,11,5,32.0
1004,11,6,10.0
1004,11,7,0.0
1004,11,9,0.0
1004,11,10,17.0
1004,11,12,22.0
1004,11,13,0.0
1004,11,14,9.0
1004,11,15,23.0
1004,11,16,31.0
1004,11,17,0.0
1004,11,18,35.0
1004,11,19,36.0
1004,11,20,44.0
1004,11,21,9.0
1004,11,22,27.0
1004,11,23,26.0
1004,11,24,37.0
1004,11,25,7.0
1004,11,26,17.0
1004,11,27,0.0
1004,11,28,32.0
1004,11,29,10.0
1004,11,30,5.0
1004,12,1,1.0
1004,12,2,5.0
1004,12,3,22.0
1004,12,6,13.0
1004,12,7,9.0
1004,12,8,2.0
1004,12,9,14.0
1004,12,10,6.0
1004,12,11,34.0
1004,12,12,16.0
1004,12,14,0.0
1004,12,15,45.0
1004,12,16,18.0
1004,12,17,16.0
1004,12,18,27.0
1004,12,19,61.0
1004,12,23,6.0
1004,12,24,35.0
1004,12,25,24.0
1004,12,26,4.0
1004,12,27,16.0
1004,12,28,31.0
1004,12,29,20.0
1004,12,30,2.0
1005,12,22,0.0
1005,12,23,75.0
1005,12,24,39.0
1005,12,25,71.0
1005,12,26,43.0
1005,12,27,42.0
1005,12,28,77.0
1005,12,29,54.0
1005,12,30,68.0
1005,12,31,27.0
1006,11,28,7.0
1006,11,29,3.0
1006,12,10,2.0
1006,12,12,0.0
1006,12,13,6.0
1006,12,14,15.0
1006,12,16,0.0
1006,12,17,13.0
1006,12,21,13.0
1006,12,26,10.0
1007,8,5,8.0
1007,8,6,4.0
1007,8,7,16.0
1007,8,8,20.0
1007,8,9,17.0
1007,8,10,19.0
1007,8,11,30.0
1007,8,12,5.0
1007,8,13,2.0
1007,8,14,16.0
1007,8,15,25.0
1007,8,16,22.0
1007,8,17,20.0
1007,8,19,27.0
1007,8,20,23.0
1007,8,21,43.0
1007,8,22,4.0
1007,8,23,28.0
1007,8,24,9.0
1007,8,25,14.0
1007,8,26,9.0
1007,8,27,9.0
1007,8,28,30.0
1007,8,29,5.0
1007,8,30,18.0
1007,8,31,33.0
1007,9,1,14.0
1007,9,2,34.0
1007,9,3,27.0
1007,9,4,7.0
1007,9,5,27.0
1007,9,6,1.0
1007,9,8,12.0
1007,9,9,7.0
1007,9,10,21.0
1007,9,11,19.0
1007,9,12,16.0
1007,9,13,5.0
1007,9,14,11.0
1007,9,15,25.0
1007,9,16,1.0
1007,9,17,18.0
1007,9,18,7.0
1007,9,19,19.0
1007,9,21,2.0
1007,9,22,13.0
1007,9,23,11.0
1007,9,24,20.0
1007,9,25,21.0
1007,9,26,23.0
1007,9,27,12.0
1007,9,28,13.0
1007,9,29,13.0
1007,9,30,0.0
1007,10,1,78.0
1007,10,2,2.0
1007,10,3,52.0
1007,10,4,19.0
1007,10,5,46.0
1007,10,6,7.0
1007,10,7,33.0
1007,10,8,32.0
1007,10,9,25.0
1007,10,10,0.0
1007,10,11,4.0
1007,10,14,17.0
1007,10,15,6.0
1007,10,16,34.0
1007,10,17,19.0
1007,10,18,10.0
1007,10,20,22.0
1007,10,21,9.0
1007,10,22,13.0
1007,10,23,14.0
1007,10,25,39.0
1007,10,26,27.0
1007,10,27,0.0
1007,10,28,44.0
1007,10,29,13.0
1007,10,30,52.0
1007,10,31,28.0
1007,11,1,19.0
1007,11,2,5.0
1007,11,3,35.0
1007,11,4,9.0
1007,11,5,0.0
1007,11,6,50.0
1007,11,7,58.0
1007,11,8,9.0
1007,11,9,10.0
1007,11,10,9.0
1007,11,11,32.0
1007,11,12,47.0
1007,11,13,1.0
1007,11,14,12.0
1007,11,15,19.0
1007,11,16,10.0
1007,11,17,1.0
1007,11,18,33.0
1007,11,19,5.0
1007,11,20,20.0
1007,11,21,20.0
1007,11,22,15.0
1007,11,24,6.0
1007,11,25,3.0
1007,11,26,9.0
1007,11,27,0.0
1007,11,28,42.0
1007,11,29,18.0
1007,11,30,27.0
1007,12,1,47.0
1007,12,2,3.0
1007,12,3,13.0
1007,12,4,22.0
1007,12,5,32.0
1007,12,6,29.0
1007,12,7,29.0
1007,12,8,33.0
1007,12,10,8.0
1007,12,11,8.0
1007,12,12,23.0
1007,12,13,56.0
1007,12,14,71.0
1007,12,15,11.0
1007,12,16,9.0
1007,12,17,9.0
1007,12,18,37.0
1007,12,19,0.0
1007,12,20,0.0
1007,12,21,4.0
1007,12,22,21.0
1007,12,23,4.0
1007,12,24,12.0
1007,12,26,22.0
1007,12,27,23.0
1007,12,28,22.0
1007,12,29,24.0
1007,12,30,2.0
1007,12,31,43.0
1008,10,5,5.0
1008,10,6,5.0
1008,10,7,21.0
1008,10,8,18.0
1008,10,9,13.0
1008,10,10,13.0
1008,10,11,55.0
1008,10,12,62.0
1008,10,13,16.0
1008,10,15,9.0
1008,10,16,17.0
1008,10,17,0.0
1008,10,18,19.0
1008,10,19,21.0
1008,10,20,33.0
1008,10,21,20.0
1008,10,22,12.0
1008,10,23,23.0
1008,10,24,20.0
1008,10,25,2.0
1008,10,26,13.0
1008,10,27,28.0
1008,10,28,0.0
1008,10,29,18.0
1008,10,30,13.0
1008,10,31,20.0
1008,11,1,2.0
1008,11,2,0.0
1008,11,3,5.0
1008,11,5,38.0
1008,11,6,0.0
1008,11,7,17.0
1008,11,8,23.0
1008,11,9,14.0
1008,11,10,27.0
1008,11,11,3.0
1008,11,12,17.0
1008,11,13,21.0
1008,11,14,27.0
1008,11,15,13.0
1008,11,16,13.0
1008,11,17,6.0
1008,11,18,19.0
1008,11,19,22.0
1008,11,20,21.0
1008,11,21,3.0
1008,11,22,28.0
1008,11,23,45.0
1008,11,24,20.0
1008,11,25,0.0
1008,11,26,11.0
1008,11,27,21.0
1008,11,28,10.0
1008,11,29,20.0
1008,12,1,18.0
1008,12,2,23.0
1008,12,3,25.0
1008,12,4,11.0
1008,12,5,20.0
1008,12,6,8.0
1008,12,7,7.0
1008,12,8,0.0
1008,12,9,6.0
1008,12,10,33.0
1008,12,11,10.0
1008,12,12,33.0
1008,12,13,5.0
1008,12,14,14.0
1008,12,15,33.0
1008,12,16,44.0
1008,12,17,61.0
1008,12,18,14.0
1008,12,19,23.0
1008,12,20,16.0
1008,12,21,10.0
1008,12,23,12.0
1008,12,24,33.0
1008,12,25,28.0
1008,12,26,38.0
1008,12,27,19.0
1008,12,28,17.0
1008,12,29,54.0
1008,12,30,19.0
1008,12,31,0.0
1009,5,10,37.0
1009,5,11,27.0
1009,5,12,31.0
1009,5,13,13.0
1009,5,14,5.0
1009,5,15,24.0
1009,5,16,21.0
1009,5,17,16.0
1009,5,18,15.0
1009,5,19,29.0
1009,5,20,55.0
1009,5,21,23.0
1009,5,22,19.0
1009,5,23,36.0
1009,5,24,24.0
1009,5,25,48.0
1009,5,26,10.0
1009,5,27,17.0
1009,5,28,0.0
1009,5,29,29.0
1009,5,30,40.0
1009,5,31,15.0
1009,6,1,21.0
1009,6,2,45.0
1009,6,3,9.0
1009,6,4,32.0
1009,6,5,39.0
1009,6,6,24.0
1009,6,7,9.0
1009,6,8,22.0
1009,6,9,47.0
1009,6,10,2.0
1009,6,11,22.0
1009,6,12,54.0
1009,6,13,21.0
1009,6,14,22.0
1009,6,15,38.0
1009,6,16,27.0
1009,6,17,40.0
1009,6,18,30.0
1009,6,19,26.0
1009,6,20,47.0
1009,6,21,3.0
1009,6,22,41.0
1009,6,23,47.0
1009,6,24,26.0
1009,6,25,25.0
1009,6,26,13.0
1009,6,27,15.0
1009,6,28,23.0
1009,6,29,35.0
1009,6,30,18.0
1009,7,1,58.0
1009,7,2,43.0
1009,7,3,63.0
1009,7,4,18.0
1009,7,5,24.0
1009,7,6,27.0
1009,7,7,9.0
1009,7,8,39.0
1009,7,9,22.0
1009,7,10,15.0
1009,7,11,1.0
1009,7,12,15.0
1009,7,13,0.0
1009,7,14,20.0
1009,7,15,19.0
1009,7,16,35.0
1009,7,17,63.0
1009,7,18,5.0
1009,7,19,26.0
1009,7,20,43.0
1009,7,21,26.0
1009,7,22,19.0
1009,7,23,34.0
1009,7,24,43.0
1009,7,25,57.0
1009,7,26,21.0
1009,7,27,29.0
1009,7,28,24.0
1009,7,29,68.0
1009,7,31,14.0
1009,8,1,14.0
1009,8,2,34.0
1009,8,3,15.0
1009,8,4,51.0
1009,8,5,3.0
1009,8,6,10.0
1009,8,7,40.0
1009,8,8,17.0
1009,8,9,5.0
1009,8,10,15.0
1009,8,11,7.0
1009,8,12,57.0
1009,8,13,12.0
1009,8,14,38.0
1009,8,15,18.0
1009,8,16,14.0
1009,8,17,18.0
1009,8,18,43.0
1009,8,19,29.0
1009,8,20,17.0
1009,8,21,18.0
1009,8,22,21.0
1009,8,23,0.0
1009,8,24,27.0
1009,8,25,19.0
1009,8,26,41.0
1009,8,27,37.0
1009,8,28,29.0
1009,8,29,33.0
1009,8,30,9.0
1009,8,31,40.0
1009,9,1,41.0
1009,9,2,31.0
1009,9,3,72.0
1009,9,4,39.0
1009,9,5,28.0
1009,9,6,9.0
1009,9,7,54.0
1009,9,8,22.0
1009,9,9,0.0
1009,9,10,20.0
1009,9,11,3.0
1009,9,12,14.0
1009,9,13,2.0
1009,9,14,26.0
1009,9,15,59.0
1009,9,16,18.0
1009,9,17,45.0
1009,9,18,30.0
1009,9,19,30.0
1009,9,20,30.0
1009,9,21,9.0
1009,9,22,7.0
1009,9,23,0.0
1009,9,24,9.0
1009,9,25,35.0
1009,9,26,45.0
1009,9,27,26.0
1009,9,28,16.0
1009,9,29,14.0
1009,9,30,42.0
1009,10,1,12.0
1009,10,2,30.0
1009,10,3,42.0
1009,10,4,28.0
1009,10,5,11.0
1009,10,6,10.0
1009,10,7,22.0
1009,10,8,35.0
1009,10,9,9.0
1009,10,10,0.0
1009,10,11,43.0
1009,10,12,9.0
1009,10,13,30.0
1009,10,14,2.0
1009,10,15,47.0
1009,10,16,27.0
1009,10,17,28.0
1009,10,18,15.0
1009,10,19,52.0
1009,10,20,9.0
1009,10,21,22.0
1009,10,22,22.0
1009,10,23,11.0
1009,10,24,15.0
1009,10,25,7.0
1009,10,26,22.0
1009,10,27,14.0
1009,10,28,21.0
1009,10,29,38.0
1009,10,30,7.0
1009,10,31,100.0
1009,11,1,4.0
1009,11,2,21.0
1009,11,3,19.0
1009,11,4,30.0
1009,11,5,37.0
1009,11,6,4.0
1009,11,7,37.0
1009,11,8,3.0
1009,11,9,19.0
1009,11,10,12.0
1009,11,11,2.0
1009,11,12,15.0
1009,11,13,32.0
1009,11,14,39.0
1009,11,16,20.0
1009,11,17,18.0
1009,11,18,0.0
1009,11,19,9.0
1009,11,20,36.0
1009,11,21,46.0
1009,11,22,47.0
1009,11,23,29.0
1009,11,24,6.0
1009,11,25,60.0
1009,11,26,17.0
1009,11,27,1.0
1009,11,28,77.0
1009,11,29,39.0
1009,11,30,35.0
1009,12,1,4.0
1009,12,2,8.0
1009,12,3,39.0
1009,12,4,25.0
1009,12,5,22.0
1009,12,6,16.0
1009,12,7,36.0
1009,12,8,49.0
1009,12,9,49.0
1009,12,10,24.0
1009,12,11,31.0
1009,12,12,24.0
1009,12,13,32.0
1009,12,14,10.0
1009,12,15,30.0
1009,12,16,48.0
1009,12,17,24.0
1009,12,18,14.0
1009,12,19,14.0
1009,12,20,3.0
1009,12,21,13.0
1009,12,22,28.0
1009,12,23,0.0
1009,12,24,38.0
1009,12,25,7.0
1009,12,26,18.0
1009,12,27,2.0
1009,12,28,35.0
1009,12,29,61.0
1009,12,30,40.0
1009,12,31,12.0
1010,3,10,21.0
1010,3,11,9.0
1010,3,12,4.0
1010,3,13,11.0
1010,3,14,30.0
1010,3,15,35.0
1010,3,16,19.0
1010,3,17,21.0
1010,3,18,12.0
1010,3,19,6.0
1010,3,20,0.0
1010,3,22,42.0
1010,3,23,47.0
1010,3,24,25.0
1010,3,25,7.0
1010,3,26,16.0
1010,3,27,38.0
1010,3,28,60.0
1010,3,29,6.0
1010,3,30,0.0
1010,3,31,20.0
1010,4,1,2.0
1010,4,2,19.0
1010,4,3,13.0
1010,4,4,15.0
1010,4,5,10.0
1010,4,6,0.0
1010,4,7,47.0
1010,4,8,25.0
1010,4,9,11.0
1010,4,10,16.0
1010,4,11,29.0
1010,4,12,40.0
1010,4,13,44.0
1010,4,14,17.0
1010,4,15,47.0
1010,4,16,26.0
1010,4,17,40.0
1010,4,18,17.0
1010,4,19,43.0
1010,4,20,32.0
1010,4,21,15.0
1010,4,22,19.0
1010,4,23,18.0
1010,4,25,9.0
1010,4,26,4.0
1010,4,27,23.0
1010,4,28,21.0
1010,4,29,9.0
1010,4,30,45.0
1010,5,1,9.0
1010,5,3,30.0
1010,5,4,14.0
1010,5,5,2.0
1010,5,6,10.0
1010,5,7,18.0
1010,5,8,13.0
1010,5,9,13.0
1010,5,10,28.0
1010,5,11,41.0
1010,5,12,3.0
1010,5,13,6.0
1010,5,14,16.0
1010,5,15,18.0
1010,5,16,3.0
1010,5,17,1.0
1010,5,18,47.0
1010,5,19,4.0
1010,5,20,33.0
1010,5,21,36.0
1010,5,22,26.0
1010,5,23,6.0
1010,5,24,21.0
1010,5,25,8.0
1010,5,26,17.0
1010,5,27,24.0
1010,5,28,16.0
1010,5,29,39.0
1010,5,30,10.0
1010,5,31,20.0
1010,6,1,14.0
1010,6,2,7.0
1010,6,3,8.0
1010,6,4,47.0
1010,6,5,12.0
1010,6,6,22.0
1010,6,7,5.0
1010,6,8,9.0
1010,6,9,6.0
1010,6,10,17.0
1010,6,11,28.0
1010,6,12,12.0
1010,6,13,11.0
1010,6,14,5.0
1010,6,15,48.0
1010,6,16,7.0
1010,6,17,20.0
1010,6,18,15.0
1010,6,19,26.0
1010,6,20,19.0
1010,6,21,16.0
1010,6,22,57.0
1010,6,24,29.0
1010,6,25,40.0
1010,6,26,13.0
1010,6,27,0.0
1010,6,28,29.0
1010,6,30,31.0
1010,7,1,1.0
1010,7,2,51.0
1010,7,3,42.0
1010,7,4,34.0
1010,7,5,15.0
1010,7,6,5.0
1010,7,7,21.0
1010,7,8,19.0
1010,7,9,49.0
1010,7,10,30.0
1010,7,11,43.0
1010,7,12,10.0
1010,7,13,23.0
1010,7,14,24.0
1010,7,15,23.0
1010,7,16,32.0
1010,7,17,1.0
1010,7,18,20.0
1010,7,19,28.0
1010,7,21,17.0
1010,7,22,28.0
1010,7,23,40.0
1010,7,24,0.0
1010,7,25,22.0
1010,7,26,37.0
1010,7,27,43.0
1010,7,28,24.0
1010,7,29,16.0
1010,7,30,0.0
1010,8,2,23.0
1010,8,3,8.0
1010,8,4,18.0
1010,8,5,8.0
1010,8,6,20.0
1010,8,7,21.0
1010,8,8,2.0
1010,8,9,24.0
1010,8,10,43.0
1010,8,11,38.0
1010,8,12,12.0
1010,8,13,17.0
1010,8,14,4.0
1010,8,15,38.0
1010,8,16,19.0
1010,8,17,32.0
1010,8,18,0.0
1010,8,19,36.0
1010,8,20,36.0
1010,8,21,27.0
1010,8,22,3.0
1010,8,23,40.0
1010,8,24,36.0
1010,8,25,34.0
1010,8,26,7.0
1010,8,27,1.0
1010,8,28,12.0
1010,8,29,49.0
1010,8,30,28.0
1010,8,31,1.0
1010,9,1,35.0
1010,9,2,23.0
1010,9,3,12.0
1010,9,5,8.0
1010,9,6,8.0
1010,9,7,51.0
1010,9,8,13.0
1010,9,9,44.0
1010,9,10,26.0
1010,9,11,18.0
1010,9,12,54.0
1010,9,13,12.0
1010,9,15,25.0
1010,9,16,0.0
1010,9,18,13.0
1010,9,19,17.0
1010,9,20,25.0
1010,9,21,16.0
1010,9,22,33.0
1010,9,23,18.0
1010,9,24,23.0
1010,9,25,17.0
1010,9,26,12.0
1010,9,27,42.0
1010,9,28,25.0
1010,9,29,25.0
1010,9,30,6.0
1010,10,1,18.0
1010,10,2,6.0
1010,10,3,38.0
1010,10,4,14.0
1010,10,5,29.0
1010,10,6,14.0
1010,10,7,22.0
1010,10,8,41.0
1010,10,9,26.0
1010,10,10,24.0
1010,10,11,31.0
1010,10,12,14.0
1010,10,13,4.0
1010,10,14,24.0
1010,10,15,48.0
1010,10,16,11.0
1010,10,18,23.0
1010,10,19,0.0
1010,10,20,16.0
1010,10,21,44.0
1010,10,22,26.0
1010,10,23,32.0
1010,10,24,61.0
1010,10,25,19.0
1010,10,26,26.0
1010,10,27,21.0
1010,10,28,22.0
1010,10,29,21.0
1010,10,30,27.0
1010,10,31,9.0
1010,11,1,7.0
1010,11,3,32.0
1010,11,4,30.0
1010,11,5,13.0
1010,11,6,64.0
1010,11,7,48.0
1010,11,8,21.0
1010,11,10,43.0
1011,6,20,15.0
1011,6,21,0.0
1011,6,22,5.0
1011,6,23,18.0
1011,6,25,7.0
1011,6,26,16.0
1011,6,28,13.0
1011,6,29,19.0
1011,6,30,25.0
1011,7,1,11.0
1011,7,2,36.0
1011,7,3,37.0
1011,7,4,31.0
1011,7,5,19.0
1011,7,6,16.0
1011,7,7,2.0
1011,7,9,9.0
1011,7,10,5.0
1011,7,11,13.0
1011,7,13,6.0
1011,7,16,12.0
1011,7,17,72.0
1011,7,18,10.0
1011,7,19,7.0
1011,7,20,22.0
1011,7,21,23.0
1011,7,22,7.0
1011,7,23,29.0
1011,7,24,48.0
1011,7,26,12.0
1011,7,27,28.0
1011,7,28,22.0
1011,7,29,1.0
1011,7,30,10.0
1011,7,31,11.0
1011,8,1,24.0
1011,8,2,7.0
1011,8,3,2.0
1011,8,4,13.0
1011,8,5,27.0
1011,8,6,5.0
1011,8,7,20.0
1011,8,8,14.0
1011,8,9,54.0
1011,8,10,13.0
1011,8,11,24.0
1011,8,13,23.0
1011,8,14,11.0
1011,8,15,6.0
1011,8,16,25.0
1011,8,19,25.0
1011,8,20,39.0
1011,8,22,11.0
1011,8,23,0.0
1011,8,24,5.0
1011,8,25,42.0
1011,8,26,30.0
1011,8,27,35.0
1011,8,28,0.0
1011,8,29,0.0
1011,8,30,12.0
1011,8,31,19.0
1011,9,1,12.0
1011,9,2,6.0
1011,9,3,15.0
1011,9,4,35.0
1011,9,5,22.0
1011,9,6,14.0
1011,9,7,54.0
1011,9,8,17.0
1011,9,9,10.0
1011,9,10,30.0
1011,9,11,17.0
1011,9,12,17.0
1011,9,13,28.0
1011,9,14,25.0
1011,9,15,0.0
1011,9,16,2.0
1011,9,17,17.0
1011,9,18,6.0
1011,9,19,0.0
1011,9,20,0.0
1011,9,21,5.0
1011,9,22,26.0
1011,9,23,3.0
1011,9,25,58.0
1011,9,26,14.0
1011,9,27,26.0
1011,9,28,10.0
1011,9,29,15.0
1011,10,1,10.0
1011,10,2,19.0
1011,10,3,12.0
1011,10,4,2.0
1011,10,5,3.0
1011,10,6,22.0
1011,10,7,8.0
1011,10,9,15.0
1011,10,10,29.0
1011,10,11,43.0
1011,10,12,18.0
1011,10,14,11.0
1011,10,15,22.0
1011,10,16,22.0
1011,10,17,10.0
1011,10,18,10.0
1011,10,19,18.0
1011,10,20,24.0
1011,10,21,27.0
1011,10,22,16.0
1011,10,23,42.0
1011,10,24,5.0
1011,10,25,39.0
1011,10,26,3.0
1011,10,27,7.0
1011,10,28,32.0
1011,10,29,19.0
1011,10,30,16.0
1011,11,1,25.0
1011,11,2,15.0
1011,11,4,8.0
1011,11,6,3.0
1011,11,7,33.0
1011,11,8,8.0
1011,11,10,2.0
1011,11,11,45.0
1011,11,12,14.0
1011,11,13,27.0
1011,11,14,40.0
1011,11,15,17.0
1011,11,16,3.0
1011,11,17,20.0
1011,11,18,5.0
1011,11,19,7.0
1011,11,20,15.0
1011,11,21,10.0
1011,11,22,19.0
1011,11,24,20.0
1011,11,25,27.0
1011,11,26,18.0
1011,11,27,19.0
1011,11,28,6.0
1011,11,29,74.0
1011,11,30,25.0
1011,12,1,9.0
1011,12,2,16.0
1011,12,3,9.0
1011,12,4,3.0
1011,12,5,18.0
1011,12,6,1.0
1011,12,7,15.0
1011,12,8,17.0
1011,12,9,18.0
1011,12,10,5.0
1011,12,11,13.0
1011,12,12,23.0
1011,12,13,7.0
1011,12,14,8.0
1011,12,15,11.0
1011,12,16,14.0
1011,12,17,34.0
1011,12,18,7.0
1011,12,19,12.0
1011,12,20,0.0
1011,12,22,20.0
1011,12,23,24.0
1011,12,25,11.0
1011,12,26,0.0
1011,12,27,3.0
1011,12,29,13.0
1012,11,10,1.0
1012,11,15,12.0
1012,11,16,9.0
1012,11,17,19.0
1012,11,20,10.0
1012,11,21,15.0
1012,11,25,9.0
1012,12,1,5.0
1012,12,2,3.0
1012,12,7,0.0
1012,12,8,4.0
1012,12,11,5.0
1012,12,12,4.0
1012,12,15,10.0
1012,12,18,0.0
1012,12,19,0.0
1012,12,23,22.0
1012,12,24,18.0
1012,12,25,7.0
1013,12,2,15.0
