user_id,month,day,mb_used
1004,9,12,1700.3
1004,9,13,2135.9
1004,9,14,595.6
1004,9,15,614.68
1004,9,16,874.84
1004,9,17,1237.56
1004,9,18,414.78
1004,9,19,298.94
1004,9,20,176.81
1004,9,21,483.94
1004,9,22,523.37
1004,9,25,741.24
1004,9,27,0.0
1004,9,28,725.0
1004,9,29,105.73
1004,10,1,708.79
1004,10,2,856.1
1004,10,3,355.25
1004,10,5,642.81
1004,10,6,525.31
1004,10,7,78.51
1004,10,8,659.89
1004,10,9,506.46
1004,10,11,1260.78
1004,10,12,647.89
1004,10,13,907.94
1004,10,14,648.34
1004,10,15,146.29
1004,10,16,0.0
1004,10,18,658.06
1004,10,19,700.5999999999999
1004,10,20,2041.68
1004,10,21,519.12
1004,10,23,623.73
1004,10,24,1239.4
1004,10,27,6.26
1004,10,29,122.79
1004,10,30,685.6300000000001
1004,11,1,1805.9
1004,11,3,469.69
1004,11,4,1556.01
1004,11,6,0.0
1004,11,7,93.12
1004,11,9,481.4
1004,11,10,1571.8600000000001
1004,11,12,3344.87
1004,11,13,66.12
1004,11,14,745.81
1004,11,16,149.10999999999999
1004,11,17,1638.76
1004,11,18,938.8699999999999
1004,11,19,385.15
1004,11,20,428.17
1004,11,21,0.0
1004,11,22,804.73
1004,11,23,383.65
1004,11,24,417.58
1004,11,25,1372.8400000000001
1004,11,26,0.0
1004,11,27,1513.03
1004,11,29,1690.85
1004,11,30,1993.26
1004,12,1,1064.9699999999998
1004,12,2,418.95
1004,12,3,871.7
1004,12,4,531.55
1004,12,5,597.81
1004,12,6,550.05
1004,12,7,535.4300000000001
1004,12,8,1039.31
1004,12,9,70.1
1004,12,10,157.65
1004,12,12,1160.85
1004,12,13,680.04
1004,12,14,643.87
1004,12,15,0.0
1004,12,16,551.32
1004,12,17,1448.92
1004,12,19,321.97
1004,12,20,369.73
1004,12,21,419.94
1004,12,22,1178.34
1004,12,23,1256.75
1004,12,25,830.05
1004,12,26,476.85
1004,12,27,2017.27
1004,12,28,355.93
1004,12,29,2404.49
1004,12,30,536.14
1004,12,31,899.31
1005,12,22,1451.6200000000001
1005,12,23,2078.67
1005,12,24,203.43
1005,12,25,1325.85
1005,12,26,1232.6999999999998
1005,12,27,4050.27
1005,12,28,1495.01
1005,12,29,2235.94
1005,12,30,1348.56
1005,12,31,1718.12
1006,11,28,754.25
1006,11,29,647.96
1006,11,30,666.1600000000001
1006,12,1,2317.97
1006,12,2,1964.5
1006,12,3,857.72
1006,12,4,1393.18
1006,12,5,764.6
1006,12,6,1635.97
1006,12,7,2556.4900000000002
1006,12,8,1122.53
1006,12,10,947.3899999999999
1006,12,11,0.0
1006,12,12,1753.21
1006,12,13,605.51
1006,12,14,509.02
1006,12,15,407.56
1006,12,16,1465.45
1006,12,18,1966.3400000000001
1006,12,20,630.3399999999999
1006,12,21,607.36
1006,12,22,1680.38
1006,12,23,1099.1
1006,12,24,3099.6
1006,12,25,1197.88
1006,12,26,524.9
1006,12,27,1075.6000000000001
1006,12,29,353.96000000000004
1006,12,30,1192.5700000000002
1006,12,31,389.69
1007,8,6,1861.03
1007,8,7,1019.5799999999999
1007,8,9,235.04
1007,8,12,2337.43
1007,8,13,473.3
1007,8,14,1097.4099999999999
1007,8,15,743.26
1007,8,16,1436.82
1007,8,17,2787.43
1007,8,18,1467.1
1007,8,19,0.0
1007,8,20,532.08
1007,8,21,1357.37
1007,8,22,772.21
1007,8,23,1159.81
1007,8,24,627.81
1007,8,25,372.25
1007,8,26,2102.66
1007,8,27,698.53
1007,8,28,802.4000000000001
1007,8,29,0.0
1007,8,30,1399.1599999999999
1007,8,31,1157.2
1007,9,1,825.41
1007,9,2,1101.92
1007,9,3,1433.08
1007,9,4,929.1500000000001
1007,9,5,1288.14
1007,9,6,2159.62
1007,9,7,569.1400000000001
1007,9,8,776.03
1007,9,10,1370.29
1007,9,11,267.88
1007,9,13,166.76
1007,9,14,1145.92
1007,9,16,671.74
1007,9,17,1123.55
1007,9,18,826.0899999999999
1007,9,19,424.56
1007,9,20,713.38
1007,9,21,1124.23
1007,9,22,1777.6499999999999
1007,9,23,1769.48
1007,9,24,961.2299999999999
1007,9,25,123.69
1007,9,26,3109.7799999999997
1007,9,28,1489.54
1007,9,29,1975.69
1007,10,1,3252.81
1007,10,2,550.08
1007,10,3,723.73
1007,10,4,470.5
1007,10,5,0.0
1007,10,6,1952.5700000000002
1007,10,8,659.17
1007,10,10,2723.03
1007,10,11,481.22
1007,10,12,708.55
1007,10,13,818.64
1007,10,14,1824.68
1007,10,15,1640.98
1007,10,16,115.26
1007,10,17,1713.91
1007,10,18,1076.01
1007,10,19,1417.94
1007,10,20,65.55
1007,10,21,1531.99
1007,10,22,2227.4
1007,10,23,1767.8899999999999
1007,10,24,2548.17
1007,10,26,3621.84
1007,10,27,2379.3599999999997
1007,10,28,863.38
1007,10,30,1145.86
1007,10,31,1605.1100000000001
1007,11,1,600.08
1007,11,2,1118.85
1007,11,3,1504.79
1007,11,4,1020.55
1007,11,5,676.95
1007,11,6,1523.3
1007,11,7,2539.6400000000003
1007,11,8,320.42
1007,11,9,427.48
1007,11,10,762.67
1007,11,12,617.15
1007,11,13,2176.48
1007,11,15,978.25
1007,11,17,638.93
1007,11,18,922.3299999999999
1007,11,19,795.74
1007,11,21,258.19
1007,11,24,353.05
1007,11,25,1590.35
1007,11,26,1556.51
1007,11,27,763.2
1007,11,28,1545.9099999999999
1007,11,29,1190.02
1007,11,30,453.16
1007,12,1,888.35
1007,12,2,948.63
1007,12,3,1422.71
1007,12,4,526.55
1007,12,5,1353.6
1007,12,6,0.0
1007,12,7,1910.5900000000001
1007,12,8,787.84
1007,12,9,297.33
1007,12,10,1961.5700000000002
1007,12,12,307.24
1007,12,13,2683.21
1007,12,14,893.09
1007,12,15,1481.7
1007,12,16,1889.6299999999999
1007,12,17,868.91
1007,12,18,1269.65
1007,12,19,931.6800000000001
1007,12,20,121.7
1007,12,21,1588.84
1007,12,23,1534.78
1007,12,24,663.38
1007,12,25,818.08
1007,12,26,190.93
1007,12,27,324.42
1007,12,28,895.83
1007,12,29,930.84
1007,12,30,1578.1999999999998
1008,10,6,580.39
1008,10,7,726.3
1008,10,8,746.5699999999999
1008,10,9,985.9499999999999
1008,10,10,411.35
1008,10,11,125.67
1008,10,12,334.43
1008,10,13,1110.71
1008,10,15,898.1300000000001
1008,10,16,125.64
1008,10,17,1215.29
1008,10,18,1124.5900000000001
1008,10,19,1538.49
1008,10,20,830.42
1008,10,21,443.92
1008,10,22,1582.0
1008,10,23,773.77
1008,10,24,992.25
1008,10,25,181.86
1008,10,26,446.76
1008,10,28,635.4
1008,10,30,463.59
1008,10,31,833.51
1008,11,1,840.21
1008,11,2,1930.39
1008,11,3,743.97
1008,11,4,1543.46
1008,11,5,598.67
1008,11,6,265.47
1008,11,7,0.0
1008,11,8,513.15
1008,11,9,1133.59
1008,11,10,2257.19
1008,11,11,0.0
1008,11,12,1353.13
1008,11,13,0.0
1008,11,14,335.45
1008,11,15,680.52
1008,11,16,593.44
1008,11,17,931.68
1008,11,18,300.62
1008,11,19,170.64
1008,11,20,609.92
1008,11,21,276.49
1008,11,22,934.71
1008,11,23,865.83
1008,11,24,793.99
1008,11,25,480.65
1008,11,26,1963.27
1008,11,27,1061.33
1008,11,28,0.0
1008,11,29,1726.46
1008,11,30,772.49
1008,12,1,146.28
1008,12,3,1243.84
1008,12,4,266.96
1008,12,5,388.59
1008,12,6,586.94
1008,12,8,655.43
1008,12,10,104.09
1008,12,11,713.58
1008,12,12,0.0
1008,12,13,184.27
1008,12,14,726.02
1008,12,15,83.24
1008,12,17,366.4
1008,12,18,227.37
1008,12,19,143.86
1008,12,20,290.82
1008,12,21,0.0
1008,12,22,245.32
1008,12,23,369.32
1008,12,24,1275.54
1008,12,25,1248.21
1008,12,27,1542.75
1008,12,28,1218.1100000000001
1008,12,29,1064.19
1008,12,30,525.59
1008,12,31,1072.6100000000001
1009,5,10,1013.88
1009,5,11,538.6
1009,5,12,693.85
1009,5,13,1615.32
1009,5,14,614.19
1009,5,15,800.62
1009,5,16,1849.56
1009,5,17,1181.45
1009,5,18,1154.67
1009,5,19,1350.27
1009,5,20,912.95
1009,5,21,429.38
1009,5,22,2118.25
1009,5,23,1250.5500000000002
1009,5,24,254.99
1009,5,25,365.37
1009,5,26,1080.23
1009,5,28,507.53
1009,5,29,1127.9299999999998
1009,5,30,98.01
1009,5,31,1431.8
1009,6,1,985.4399999999999
1009,6,2,671.32
1009,6,5,1991.5700000000002
1009,6,6,1206.99
1009,6,8,0.0
1009,6,9,1176.04
1009,6,10,720.14
1009,6,11,539.72
1009,6,12,633.41
1009,6,13,667.77
1009,6,15,442.22
1009,6,16,1408.7600000000002
1009,6,18,1973.25
1009,6,19,1087.81
1009,6,20,890.58
1009,6,22,302.54
1009,6,23,290.83
1009,6,24,113.77
1009,6,25,941.75
1009,6,27,1111.14
1009,6,28,623.9200000000001
1009,6,29,697.0
1009,6,30,369.93
1009,7,1,373.0
1009,7,2,952.44
1009,7,3,2372.56
1009,7,4,1159.1
1009,7,5,411.12
1009,7,6,207.45000000000002
1009,7,7,174.52
1009,7,8,1435.29
1009,7,9,729.41
1009,7,11,879.9100000000001
1009,7,12,734.99
1009,7,13,668.58
1009,7,14,1101.4099999999999
1009,7,15,2323.7400000000002
1009,7,17,1504.65
1009,7,18,2148.32
1009,7,19,437.15
1009,7,20,185.86
1009,7,21,995.5
1009,7,22,1266.82
1009,7,23,1775.03
1009,7,24,1355.7399999999998
1009,7,25,2194.25
1009,7,26,1225.75
1009,7,28,1148.31
1009,7,29,1493.76
1009,7,30,1166.99
1009,8,1,1281.45
1009,8,2,1294.95
1009,8,3,642.62
1009,8,5,1330.14
1009,8,6,1062.73
1009,8,7,661.15
1009,8,9,371.65
1009,8,11,1203.55
1009,8,12,1330.1
1009,8,13,1437.1999999999998
1009,8,14,781.01
1009,8,16,365.12
1009,8,18,787.74
1009,8,20,1059.74
1009,8,22,665.87
1009,8,23,764.26
1009,8,24,1269.5700000000002
1009,8,25,2152.7200000000003
1009,8,26,773.87
1009,8,27,1076.53
1009,8,28,0.0
1009,8,29,1128.24
1009,8,30,1111.95
1009,8,31,2005.36
1009,9,2,547.33
1009,9,3,490.44
1009,9,4,732.91
1009,9,5,1009.89
1009,9,6,787.39
1009,9,7,467.38
1009,9,8,461.49
1009,9,10,1577.66
1009,9,11,825.94
1009,9,12,475.34
1009,9,13,193.51
1009,9,14,563.0
1009,9,16,1242.97
1009,9,17,564.82
1009,9,19,2244.24
1009,9,21,1384.28
1009,9,22,2287.83
1009,9,23,347.49
1009,9,24,1114.45
1009,9,26,326.84
1009,9,27,431.74
1009,9,28,2114.48
1009,9,29,378.18
1009,9,30,392.8
1009,10,2,708.42
1009,10,3,2612.92
1009,10,4,703.53
1009,10,5,314.92
1009,10,6,3.44
1009,10,7,1350.6100000000001
1009,10,8,423.13
1009,10,9,543.08
1009,10,10,295.49
1009,10,12,1310.61
1009,10,13,652.77
1009,10,15,636.2
1009,10,17,2862.86
1009,10,18,775.95
1009,10,19,1001.16
1009,10,20,0.0
1009,10,21,1360.05
1009,10,23,0.0
1009,10,24,2607.86
1009,10,27,631.07
1009,10,28,492.05
1009,10,29,1607.01
1009,10,30,1229.44
1009,10,31,542.27
1009,11,1,74.32
1009,11,2,451.64
1009,11,3,650.1
1009,11,4,2385.7
1009,11,5,1011.4399999999999
1009,11,6,633.96
1009,11,7,1048.22
1009,11,8,537.84
1009,11,10,2499.1499999999996
1009,11,12,1073.93
1009,11,13,1774.79
1009,11,14,1268.86
1009,11,17,227.46
1009,11,18,839.12
1009,11,20,548.52
1009,11,21,2114.38
1009,11,22,1976.1
1009,11,23,592.14
1009,11,24,1119.8400000000001
1009,11,25,855.16
1009,11,28,596.67
1009,11,29,3194.09
1009,12,1,1983.84
1009,12,2,1233.8
1009,12,3,473.33
1009,12,4,2059.31
1009,12,5,1210.37
1009,12,8,1055.67
1009,12,9,505.04
1009,12,10,252.68
1009,12,11,676.24
1009,12,12,618.69
1009,12,13,667.6600000000001
1009,12,14,293.95
1009,12,15,1626.26
1009,12,16,914.28
1009,12,17,1158.5900000000001
1009,12,18,523.84
1009,12,19,1854.69
1009,12,20,384.44
1009,12,21,139.09
1009,12,22,173.52
1009,12,23,1652.96
1009,12,25,545.84
1009,12,26,1189.58
1009,12,27,368.03
1009,12,28,923.0799999999999
1009,12,29,288.8
1009,12,30,939.85
1009,12,31,209.17
1010,3,11,317.09
1010,3,12,473.68
1010,3,13,1534.7
1010,3,14,515.08
1010,3,15,294.08
1010,3,17,808.71
1010,3,18,549.26
1010,3,19,408.76
1010,3,21,1321.4
1010,3,22,457.71
1010,3,23,172.92
1010,3,24,486.03
1010,3,25,66.9
1010,3,26,793.27
1010,3,27,0.0
1010,3,28,1177.09
1010,3,29,369.19
1010,3,30,787.5400000000001
1010,3,31,156.61
1010,4,1,466.5
1010,4,2,723.72
1010,4,3,0.0
1010,4,4,843.74
1010,4,5,1037.13
1010,4,6,1650.77
1010,4,8,130.94
1010,4,9,0.0
1010,4,10,2877.89
1010,4,12,1055.83
1010,4,14,189.64
1010,4,15,526.58
1010,4,16,215.43
1010,4,17,0.0
1010,4,19,316.97
1010,4,20,804.14
1010,4,21,288.92
1010,4,22,689.02
1010,4,23,648.69
1010,4,24,937.2
1010,4,25,295.92
1010,4,26,688.72
1010,4,27,2172.18
1010,4,28,1091.6
1010,4,29,1449.62
1010,4,30,621.19
1010,5,1,612.25
1010,5,2,347.3
1010,5,3,1009.8399999999999
1010,5,4,407.25
1010,5,5,343.07
1010,5,6,893.04
1010,5,7,177.68
1010,5,8,720.6400000000001
1010,5,9,713.02
1010,5,10,1192.95
1010,5,11,1510.7
1010,5,12,514.1
1010,5,13,1728.64
1010,5,14,767.79
1010,5,17,65.01
1010,5,18,230.27
1010,5,19,920.52
1010,5,22,0.0
1010,5,23,562.57
1010,5,24,387.19
1010,5,25,0.0
1010,5,26,674.25
1010,5,27,168.08
1010,5,28,447.96
1010,5,29,384.52000000000004
1010,5,30,759.8599999999999
1010,5,31,350.02
1010,6,1,837.43
1010,6,2,311.0
1010,6,3,1556.8500000000001
1010,6,4,387.41
1010,6,5,559.0
1010,6,6,1744.0800000000002
1010,6,7,839.23
1010,6,8,67.28
1010,6,9,417.14
1010,6,10,421.45
1010,6,11,494.71
1010,6,12,1351.58
1010,6,13,175.54
1010,6,14,507.93
1010,6,16,361.65
1010,6,17,348.34
1010,6,18,180.37
1010,6,19,359.97
1010,6,20,745.65
1010,6,21,527.22
1010,6,22,1104.96
1010,6,23,1660.77
1010,6,24,82.99
1010,6,25,248.58
1010,6,27,1110.27
1010,6,30,427.90999999999997
1010,7,2,318.42
1010,7,4,415.31
1010,7,5,724.54
1010,7,9,765.9300000000001
1010,7,11,495.95
1010,7,13,452.28
1010,7,14,980.27
1010,7,15,372.86
1010,7,16,911.81
1010,7,17,897.87
1010,7,18,1775.93
1010,7,19,360.41
1010,7,20,1287.72
1010,7,22,680.34
1010,7,23,383.64
1010,7,24,533.43
1010,7,27,212.44
1010,7,28,935.49
1010,7,29,0.0
1010,7,30,158.47
1010,8,1,1589.49
1010,8,2,9.26
1010,8,3,939.35
1010,8,4,726.38
1010,8,6,0.0
1010,8,7,1051.54
1010,8,8,0.0
1010,8,9,777.12
1010,8,11,1226.28
1010,8,12,26.41
1010,8,13,2027.22
1010,8,14,655.52
1010,8,16,94.29
1010,8,18,730.96
1010,8,20,350.56
1010,8,22,1381.9
1010,8,23,1394.1100000000001
1010,8,24,1834.85
1010,8,25,465.62
1010,8,26,1476.49
1010,8,27,622.85
1010,8,28,805.4100000000001
1010,8,29,1227.19
1010,8,30,100.21
1010,8,31,298.83
1010,9,1,489.7
1010,9,2,556.56
1010,9,3,714.46
1010,9,4,485.1
1010,9,5,439.67
1010,9,6,326.11
1010,9,7,719.22
1010,9,8,789.89
1010,9,10,172.67
1010,9,11,141.89
1010,9,12,47.5
1010,9,13,1082.65
1010,9,14,1796.19
1010,9,15,18.29
1010,9,16,391.67
1010,9,17,712.5699999999999
1010,9,19,445.41
1010,9,21,84.04
1010,9,22,2196.7
1010,9,25,847.59
1010,9,26,1417.98
1010,9,28,1219.4499999999998
1010,9,29,51.22
1010,9,30,1667.2
1010,10,2,417.02
1010,10,4,776.8499999999999
1010,10,5,135.26
1010,10,6,917.75
1010,10,9,842.3599999999999
1010,10,10,482.93
1010,10,11,1751.58
1010,10,12,334.37
1010,10,14,637.39
1010,10,15,1831.02
1010,10,17,1138.25
1010,10,18,493.1
1010,10,19,739.0600000000001
1010,10,20,810.65
1010,10,21,117.09
1010,10,22,2326.01
1010,10,23,1005.57
1010,10,24,69.07
1010,10,25,235.27
1010,10,27,336.38
1010,10,28,686.8199999999999
1010,10,29,673.65
1010,10,31,180.33
1010,11,1,59.07
1010,11,2,342.71
1010,11,3,444.39
1010,11,5,1441.91
1010,11,6,247.05
1010,11,7,1046.0
1010,11,8,232.99
1010,11,9,1064.5
1010,11,10,3106.97
1011,6,20,313.69
1011,6,21,215.76
1011,6,22,443.12
1011,6,23,428.84
1011,6,24,1507.06
1011,6,25,1093.03
1011,6,26,554.77
1011,6,27,380.76
1011,6,28,1174.04
1011,6,30,574.04
1011,7,1,1286.02
1011,7,2,1989.48
1011,7,3,1321.48
1011,7,4,482.25
1011,7,5,768.06
1011,7,6,381.59
1011,7,7,32.77
1011,7,8,1323.09
1011,7,9,1150.6999999999998
1011,7,10,416.68
1011,7,11,589.25
1011,7,12,0.0
1011,7,13,493.63
1011,7,14,861.89
1011,7,15,219.06
1011,7,16,176.24
1011,7,17,114.31
1011,7,18,966.75
1011,7,19,631.47
1011,7,20,1072.67
1011,7,21,301.85
1011,7,22,1615.47
1011,7,23,1214.73
1011,7,24,666.92
1011,7,26,0.0
1011,7,27,643.07
1011,7,28,854.61
1011,7,29,624.8100000000001
1011,7,30,818.5500000000001
1011,7,31,29.01
1011,8,1,1306.2
1011,8,2,411.97
1011,8,3,326.0
1011,8,4,259.33
1011,8,5,106.71
1011,8,6,584.32
1011,8,7,520.52
1011,8,8,616.0
1011,8,11,1253.3
1011,8,12,848.73
1011,8,15,1756.6599999999999
1011,8,16,1384.89
1011,8,17,251.78
1011,8,18,1464.24
1011,8,19,959.05
1011,8,21,595.8299999999999
1011,8,22,1432.06
1011,8,23,1735.21
1011,8,24,646.22
1011,8,25,426.46
1011,8,26,40.27
1011,8,27,1377.22
1011,8,28,751.74
1011,8,29,226.84
1011,8,30,1748.4099999999999
1011,8,31,69.41
1011,9,1,1184.9499999999998
1011,9,2,1278.9499999999998
1011,9,3,319.66
1011,9,4,822.4499999999999
1011,9,5,3079.8
1011,9,6,97.0
1011,9,7,247.97
1011,9,8,573.49
1011,9,9,0.0
1011,9,10,0.0
1011,9,11,866.51
1011,9,12,867.0799999999999
1011,9,13,429.24
1011,9,14,440.56000000000006
1011,9,15,155.1
1011,9,17,79.55
1011,9,18,421.04
1011,9,19,290.49
1011,9,20,545.56
1011,9,21,267.86
1011,9,23,721.17
1011,9,24,1160.71
1011,9,26,655.6700000000001
1011,9,27,362.1
1011,9,28,246.28
1011,9,29,317.28
1011,9,30,1207.99
1011,10,1,424.13
1011,10,2,350.49
1011,10,3,1748.8700000000001
1011,10,4,325.74
1011,10,5,1100.23
1011,10,7,346.73
1011,10,9,1090.04
1011,10,10,1492.46
1011,10,11,0.0
1011,10,12,181.33
1011,10,13,1605.0
1011,10,14,120.88
1011,10,15,59.73
1011,10,16,380.03
1011,10,17,1123.69
1011,10,18,1034.66
1011,10,19,1883.9199999999998
1011,10,20,1145.58
1011,10,22,708.24
1011,10,23,1109.74
1011,10,24,420.01
1011,10,25,1885.87
1011,10,26,627.6
1011,10,27,1308.15
1011,10,28,1600.4099999999999
1011,10,29,1782.6399999999999
1011,10,30,422.01
1011,10,31,297.47
1011,11,1,1374.31
1011,11,3,1488.58
1011,11,4,297.68
1011,11,6,794.63
1011,11,7,557.27
1011,11,8,1786.17
1011,11,9,447.75
1011,11,10,327.25
1011,11,11,492.67
1011,11,13,1867.96
1011,11,14,358.96
1011,11,15,507.25
1011,11,16,620.42
1011,11,17,711.4300000000001
1011,11,19,1234.82
1011,11,21,1206.9
1011,11,22,169.46
1011,11,23,80.19
1011,11,24,809.29
1011,11,25,632.36
1011,11,26,1310.97
1011,11,27,1423.33
1011,11,28,446.41
1011,11,29,1885.1399999999999
1011,11,30,1271.77
1011,12,1,157.71
1011,12,2,1149.19
1011,12,3,323.08
1011,12,4,243.93
1011,12,5,872.42
1011,12,6,852.61
1011,12,7,1564.37
1011,12,8,816.08
1011,12,9,1864.44
1011,12,10,618.8100000000001
1011,12,11,965.1700000000001
1011,12,12,44.28
